state_id,date,infection_rate,requirements
AK,44509,0.86,0
AK,44510,0.86,0
AK,44511,0.86,0
AK,44512,0.86,0
AK,44513,0.86,0
AK,44514,0.86,0
AK,44515,0.86,0
AK,44516,0.86,0
AK,44517,0.86,0
AK,44518,0.86,0
AK,44519,0.86,0
AK,44520,0.85,0
AK,44521,0.85,0
AK,44522,0.85,0
AK,44523,0.85,0
AK,44524,0.85,0
AK,44525,0.85,0
AK,44526,0.85,0
AK,44527,0.85,0
AK,44528,0.85,0
AK,44529,0.85,0
AK,44530,0.85,0
AK,44531,0.85,0
AK,44532,0.85,0
AK,44533,0.85,0
AK,44534,0.85,0
AK,44535,0.85,0
AK,44536,0.85,0
AK,44537,0.85,0
AK,44538,0.85,0
AK,44539,0.85,0
AK,44540,0.86,0
AK,44541,0.86,0
AK,44542,0.87,0
AK,44543,0.88,0
AK,44544,0.89,0
AK,44545,0.91,0
AK,44546,0.93,0
AK,44547,0.96,0
AK,44548,0.99,0
AK,44549,1.02,0
AK,44550,1.06,0
AK,44551,1.1,0
AK,44552,1.14,0
AK,44553,1.19,0
AK,44554,1.23,0
AK,44555,1.28,0
AK,44556,1.32,0
AK,44557,1.36,0
AK,44558,1.4,0
AK,44559,1.44,0
AK,44560,1.47,0
AK,44561,1.49,0
AK,44562,1.51,0
AK,44563,1.53,0
AK,44564,1.54,0
AK,44565,1.54,0
AK,44566,1.55,0
AK,44567,1.54,0
AK,44568,1.53,0
AK,44569,1.52,0
AK,44570,1.5,0
AK,44571,1.48,0
AK,44572,1.46,0
AK,44573,1.43,0
AK,44574,1.41,0
AK,44575,1.38,0
AK,44576,1.35,0
AK,44577,1.31,0
AK,44578,1.28,0
AK,44579,1.25,0
AK,44580,1.21,0
AK,44581,1.18,0
AK,44582,1.15,0
AK,44583,1.11,0
AK,44584,1.08,0
AK,44585,1.04,0
AK,44586,1.01,0
AK,44587,0.98,0
AK,44588,0.95,0
AK,44589,0.92,0
AK,44590,0.89,0
AK,44591,0.86,0
AK,44592,0.83,0
AK,44593,0.8,0
AK,44594,0.78,0
AK,44595,0.76,0
AK,44596,0.73,0
AK,44597,0.71,0
AK,44598,0.7,0
AK,44599,0.68,0
AK,44600,0.66,0
AK,44601,0.65,0
AK,44602,0.64,0
AK,44603,0.63,0
AK,44604,0.63,0
AK,44605,0.63,0
AK,44606,0.63,0
AK,44607,0.63,0
AK,44608,0.64,0
AK,44609,0.65,0
AK,44610,0.66,0
AK,44611,0.67,0
AK,44612,0.68,0
AK,44613,0.69,0
AK,44614,0.7,0
AK,44615,0.71,0
AK,44616,0.72,0
AK,44617,0.73,0
AK,44618,0.74,0
AK,44619,0.75,0
AL,44256,0.86,0
AL,44257,0.86,0
AL,44258,0.86,0
AL,44259,0.86,0
AL,44260,0.86,0
AL,44261,0.86,0
AL,44262,0.87,0
AL,44263,0.87,0
AL,44264,0.87,0
AL,44265,0.88,0
AL,44266,0.88,0
AL,44267,0.88,0
AL,44268,0.89,0
AL,44269,0.89,0
AL,44270,0.89,0
AL,44271,0.89,0
AL,44272,0.89,0
AL,44273,0.89,0
AL,44274,0.89,0
AL,44275,0.89,0
AL,44276,0.89,0
AL,44277,0.89,0
AL,44278,0.88,0
AL,44279,0.88,0
AL,44280,0.88,0
AL,44281,0.88,0
AL,44282,0.87,0
AL,44283,0.87,0
AL,44284,0.87,0
AL,44285,0.88,0
AL,44286,0.88,0
AL,44287,0.88,0
AL,44288,0.89,0
AL,44289,0.9,0
AL,44290,0.91,0
AL,44291,0.92,0
AL,44292,0.93,0
AL,44293,0.94,0
AL,44294,0.95,0
AL,44295,0.97,0
AL,44296,0.98,0
AL,44297,0.99,0
AL,44298,1.01,0
AL,44299,1.02,0
AL,44300,1.02,0
AL,44301,1.03,0
AL,44302,1.04,0
AL,44303,1.04,0
AL,44304,1.04,0
AL,44305,1.04,0
AL,44306,1.03,0
AL,44307,1.03,0
AL,44308,1.02,0
AL,44309,1.02,0
AL,44310,1.01,0
AL,44311,1,0
AL,44312,0.99,0
AL,44313,0.99,0
AL,44314,0.98,0
AL,44315,0.97,0
AL,44316,0.97,0
AL,44317,0.97,0
AL,44318,0.96,0
AL,44319,0.96,0
AL,44320,0.96,0
AL,44321,0.95,0
AL,44322,0.95,0
AL,44323,0.95,0
AL,44324,0.95,0
AL,44325,0.94,0
AL,44326,0.94,0
AL,44327,0.94,0
AL,44328,0.94,0
AL,44329,0.93,0
AL,44330,0.93,0
AL,44331,0.93,0
AL,44332,0.93,0
AL,44333,0.93,0
AL,44334,0.93,0
AL,44335,0.93,0
AL,44336,0.94,0
AL,44337,0.94,0
AL,44338,0.95,0
AL,44339,0.95,0
AL,44340,0.96,0
AL,44341,0.97,0
AL,44342,0.98,0
AL,44343,0.99,0
AL,44344,0.99,0
AL,44345,1,0
AL,44346,1.01,0
AL,44347,1.01,0
AL,44348,1.01,0
AL,44349,1,0
AL,44350,1,0
AL,44351,0.99,0
AL,44352,0.98,0
AL,44353,0.96,0
AL,44354,0.95,0
AL,44355,0.93,0
AL,44356,0.91,0
AL,44357,0.9,0
AL,44358,0.89,0
AL,44359,0.88,0
AL,44360,0.87,0
AL,44361,0.86,0
AL,44362,0.86,0
AL,44363,0.87,0
AL,44364,0.88,0
AL,44365,0.89,0
AL,44366,0.9,0
AL,44367,0.92,0
AL,44368,0.94,0
AL,44369,0.97,0
AL,44370,0.99,0
AL,44371,1.02,0
AL,44372,1.05,0
AL,44373,1.08,0
AL,44374,1.12,0
AL,44375,1.15,0
AL,44376,1.18,0
AL,44377,1.21,0
AL,44378,1.25,0
AL,44379,1.28,0
AL,44380,1.31,0
AL,44381,1.33,0
AL,44382,1.36,0
AL,44383,1.38,0
AL,44384,1.4,0
AL,44385,1.41,0
AL,44386,1.42,0
AL,44387,1.43,0
AL,44388,1.44,0
AL,44389,1.44,0
AL,44390,1.44,0
AL,44391,1.44,0
AL,44392,1.44,0
AL,44393,1.43,0
AL,44394,1.42,0
AL,44395,1.42,0
AL,44396,1.41,0
AL,44397,1.4,0
AL,44398,1.39,0
AL,44399,1.38,0
AL,44400,1.37,0
AL,44401,1.35,0
AL,44402,1.34,0
AL,44403,1.33,0
AL,44404,1.31,0
AL,44405,1.3,0
AL,44406,1.28,0
AL,44407,1.27,0
AL,44408,1.25,0
AL,44409,1.24,0
AL,44410,1.22,0
AL,44411,1.21,0
AL,44412,1.19,0
AL,44413,1.18,0
AL,44414,1.17,0
AL,44415,1.15,0
AL,44416,1.14,0
AL,44417,1.13,0
AL,44418,1.12,0
AL,44419,1.11,0
AL,44420,1.1,0
AL,44421,1.09,0
AL,44422,1.09,0
AL,44423,1.08,0
AL,44424,1.08,0
AL,44425,1.07,0
AL,44426,1.07,0
AL,44427,1.07,0
AL,44428,1.06,0
AL,44429,1.06,0
AL,44430,1.06,0
AL,44431,1.06,0
AL,44432,1.05,0
AL,44433,1.05,0
AL,44434,1.05,0
AL,44435,1.04,0
AL,44436,1.03,0
AL,44437,1.03,0
AL,44438,1.02,0
AL,44439,1.01,0
AL,44440,1,0
AL,44441,0.99,0
AL,44442,0.98,0
AL,44443,0.97,0
AL,44444,0.96,0
AL,44445,0.95,0
AL,44446,0.94,0
AL,44447,0.93,0
AL,44448,0.92,0
AL,44449,0.91,0
AL,44450,0.91,0
AL,44451,0.9,0
AL,44452,0.89,0
AL,44453,0.89,0
AL,44454,0.88,0
AL,44455,0.88,0
AL,44456,0.87,0
AL,44457,0.86,0
AL,44458,0.85,0
AL,44459,0.84,0
AL,44460,0.83,0
AL,44461,0.82,0
AL,44462,0.81,0
AL,44463,0.8,0
AL,44464,0.79,0
AL,44465,0.78,0
AL,44466,0.77,0
AL,44467,0.76,0
AL,44468,0.75,0
AL,44469,0.74,0
AL,44470,0.73,0
AL,44471,0.73,0
AL,44472,0.72,0
AL,44473,0.72,0
AL,44474,0.72,0
AL,44475,0.73,0
AL,44476,0.73,0
AL,44477,0.74,0
AL,44478,0.76,0
AL,44479,0.77,0
AL,44480,0.78,0
AL,44481,0.8,0
AL,44482,0.81,0
AL,44483,0.83,0
AL,44484,0.84,0
AL,44485,0.85,0
AL,44486,0.86,0
AL,44487,0.87,0
AL,44488,0.88,0
AL,44489,0.88,0
AL,44490,0.88,0
AL,44491,0.88,0
AL,44492,0.88,0
AL,44493,0.88,0
AL,44494,0.88,0
AL,44495,0.88,0
AL,44496,0.88,0
AL,44497,0.87,0
AL,44498,0.87,0
AL,44499,0.87,0
AL,44500,0.88,0
AL,44501,0.88,0
AL,44502,0.89,0
AL,44503,0.89,0
AL,44504,0.9,0
AL,44505,0.9,0
AL,44506,0.91,0
AL,44507,0.91,0
AL,44508,0.92,0
AL,44509,0.92,0
AL,44510,0.92,0
AL,44511,0.92,0
AL,44512,0.92,0
AL,44513,0.92,0
AL,44514,0.92,0
AL,44515,0.91,0
AL,44516,0.91,0
AL,44517,0.91,0
AL,44518,0.91,0
AL,44519,0.91,0
AL,44520,0.91,0
AL,44521,0.92,0
AL,44522,0.93,0
AL,44523,0.94,0
AL,44524,0.95,0
AL,44525,0.96,0
AL,44526,0.98,0
AL,44527,1,0
AL,44528,1.02,0
AL,44529,1.04,0
AL,44530,1.06,0
AL,44531,1.08,0
AL,44532,1.1,0
AL,44533,1.12,0
AL,44534,1.14,0
AL,44535,1.16,0
AL,44536,1.17,0
AL,44537,1.19,0
AL,44538,1.2,0
AL,44539,1.22,0
AL,44540,1.24,0
AL,44541,1.26,0
AL,44542,1.28,0
AL,44543,1.3,0
AL,44544,1.33,0
AL,44545,1.36,0
AL,44546,1.39,0
AL,44547,1.42,0
AL,44548,1.45,0
AL,44549,1.48,0
AL,44550,1.51,0
AL,44551,1.54,0
AL,44552,1.56,0
AL,44553,1.58,0
AL,44554,1.6,0
AL,44555,1.6,0
AL,44556,1.6,0
AL,44557,1.6,0
AL,44558,1.58,0
AL,44559,1.56,0
AL,44560,1.54,0
AL,44561,1.51,0
AL,44562,1.48,0
AL,44563,1.45,0
AL,44564,1.41,0
AL,44565,1.38,0
AL,44566,1.35,0
AL,44567,1.31,0
AL,44568,1.28,0
AL,44569,1.26,0
AL,44570,1.23,0
AL,44571,1.21,0
AL,44572,1.18,0
AL,44573,1.16,0
AL,44574,1.14,0
AL,44575,1.12,0
AL,44576,1.1,0
AL,44577,1.08,0
AL,44578,1.06,0
AL,44579,1.04,0
AL,44580,1.01,0
AL,44581,0.99,0
AL,44582,0.97,0
AL,44583,0.94,0
AL,44584,0.92,0
AL,44585,0.89,0
AL,44586,0.87,0
AL,44587,0.84,0
AL,44588,0.82,0
AL,44589,0.79,0
AL,44590,0.76,0
AL,44591,0.74,0
AL,44592,0.71,0
AL,44593,0.69,0
AL,44594,0.66,0
AL,44595,0.64,0
AL,44596,0.62,0
AL,44597,0.59,0
AL,44598,0.58,0
AL,44599,0.56,0
AL,44600,0.54,0
AL,44601,0.53,0
AL,44602,0.52,0
AL,44603,0.52,0
AL,44604,0.52,0
AL,44605,0.52,0
AL,44606,0.52,0
AL,44607,0.53,0
AL,44608,0.54,0
AL,44609,0.55,0
AL,44610,0.57,0
AL,44611,0.58,0
AL,44612,0.6,0
AL,44613,0.62,0
AL,44614,0.64,0
AL,44615,0.66,0
AL,44616,0.68,0
AL,44617,0.7,0
AL,44618,0.72,0
AL,44619,0.74,0
AR,44256,0.86,1
AR,44257,0.86,1
AR,44258,0.85,1
AR,44259,0.85,1
AR,44260,0.85,1
AR,44261,0.85,1
AR,44262,0.84,1
AR,44263,0.84,1
AR,44264,0.84,1
AR,44265,0.83,1
AR,44266,0.83,1
AR,44267,0.83,1
AR,44268,0.83,1
AR,44269,0.83,1
AR,44270,0.83,1
AR,44271,0.83,1
AR,44272,0.83,1
AR,44273,0.83,1
AR,44274,0.83,1
AR,44275,0.83,1
AR,44276,0.83,1
AR,44277,0.84,1
AR,44278,0.84,1
AR,44279,0.84,1
AR,44280,0.85,1
AR,44281,0.85,1
AR,44282,0.86,1
AR,44283,0.87,1
AR,44284,0.88,1
AR,44285,0.89,1
AR,44286,0.9,1
AR,44287,0.91,1
AR,44288,0.93,1
AR,44289,0.94,1
AR,44290,0.95,1
AR,44291,0.97,1
AR,44292,0.98,1
AR,44293,0.99,1
AR,44294,1,1
AR,44295,1.01,1
AR,44296,1.02,1
AR,44297,1.02,1
AR,44298,1.03,1
AR,44299,1.03,1
AR,44300,1.03,1
AR,44301,1.03,1
AR,44302,1.03,1
AR,44303,1.03,1
AR,44304,1.03,1
AR,44305,1.03,1
AR,44306,1.03,1
AR,44307,1.03,1
AR,44308,1.03,1
AR,44309,1.03,1
AR,44310,1.03,1
AR,44311,1.03,1
AR,44312,1.03,1
AR,44313,1.03,1
AR,44314,1.03,1
AR,44315,1.02,1
AR,44316,1.02,1
AR,44317,1.02,1
AR,44318,1.02,1
AR,44319,1.01,1
AR,44320,1.01,1
AR,44321,1.01,1
AR,44322,1,1
AR,44323,1,1
AR,44324,1,1
AR,44325,0.99,1
AR,44326,0.99,1
AR,44327,0.99,1
AR,44328,0.99,1
AR,44329,0.99,1
AR,44330,0.98,1
AR,44331,0.98,1
AR,44332,0.98,1
AR,44333,0.98,1
AR,44334,0.97,1
AR,44335,0.97,1
AR,44336,0.97,1
AR,44337,0.96,1
AR,44338,0.96,1
AR,44339,0.96,1
AR,44340,0.96,1
AR,44341,0.96,1
AR,44342,0.96,1
AR,44343,0.96,1
AR,44344,0.97,1
AR,44345,0.98,1
AR,44346,0.99,1
AR,44347,1,1
AR,44348,1.01,1
AR,44349,1.02,1
AR,44350,1.04,1
AR,44351,1.05,1
AR,44352,1.07,1
AR,44353,1.08,1
AR,44354,1.09,1
AR,44355,1.1,1
AR,44356,1.11,1
AR,44357,1.12,1
AR,44358,1.12,1
AR,44359,1.13,1
AR,44360,1.13,1
AR,44361,1.14,1
AR,44362,1.14,1
AR,44363,1.15,1
AR,44364,1.15,1
AR,44365,1.16,1
AR,44366,1.17,1
AR,44367,1.18,1
AR,44368,1.19,1
AR,44369,1.2,1
AR,44370,1.21,1
AR,44371,1.22,1
AR,44372,1.23,1
AR,44373,1.24,1
AR,44374,1.25,1
AR,44375,1.26,1
AR,44376,1.27,1
AR,44377,1.28,1
AR,44378,1.28,1
AR,44379,1.29,1
AR,44380,1.29,1
AR,44381,1.29,1
AR,44382,1.29,1
AR,44383,1.29,1
AR,44384,1.29,1
AR,44385,1.29,1
AR,44386,1.29,1
AR,44387,1.28,1
AR,44388,1.28,1
AR,44389,1.27,1
AR,44390,1.27,1
AR,44391,1.26,1
AR,44392,1.26,1
AR,44393,1.25,1
AR,44394,1.24,1
AR,44395,1.24,1
AR,44396,1.23,1
AR,44397,1.22,1
AR,44398,1.21,1
AR,44399,1.21,1
AR,44400,1.2,1
AR,44401,1.19,1
AR,44402,1.18,1
AR,44403,1.17,1
AR,44404,1.17,1
AR,44405,1.16,1
AR,44406,1.15,1
AR,44407,1.14,1
AR,44408,1.13,1
AR,44409,1.12,1
AR,44410,1.11,1
AR,44411,1.1,1
AR,44412,1.09,1
AR,44413,1.08,1
AR,44414,1.07,1
AR,44415,1.06,1
AR,44416,1.05,1
AR,44417,1.04,1
AR,44418,1.04,1
AR,44419,1.03,1
AR,44420,1.02,1
AR,44421,1.01,1
AR,44422,1.01,1
AR,44423,1,1
AR,44424,1,1
AR,44425,0.99,1
AR,44426,0.99,1
AR,44427,0.98,1
AR,44428,0.98,1
AR,44429,0.98,1
AR,44430,0.98,1
AR,44431,0.97,1
AR,44432,0.97,1
AR,44433,0.97,1
AR,44434,0.96,1
AR,44435,0.96,1
AR,44436,0.95,1
AR,44437,0.95,1
AR,44438,0.95,1
AR,44439,0.94,1
AR,44440,0.94,1
AR,44441,0.93,1
AR,44442,0.93,1
AR,44443,0.92,1
AR,44444,0.92,1
AR,44445,0.92,1
AR,44446,0.91,1
AR,44447,0.91,1
AR,44448,0.9,1
AR,44449,0.9,1
AR,44450,0.9,1
AR,44451,0.89,1
AR,44452,0.89,1
AR,44453,0.88,1
AR,44454,0.87,1
AR,44455,0.87,1
AR,44456,0.86,1
AR,44457,0.85,1
AR,44458,0.85,1
AR,44459,0.84,1
AR,44460,0.83,1
AR,44461,0.83,1
AR,44462,0.82,1
AR,44463,0.82,1
AR,44464,0.81,1
AR,44465,0.81,1
AR,44466,0.81,1
AR,44467,0.81,1
AR,44468,0.81,1
AR,44469,0.82,1
AR,44470,0.82,1
AR,44471,0.83,1
AR,44472,0.83,1
AR,44473,0.84,1
AR,44474,0.85,1
AR,44475,0.86,1
AR,44476,0.86,1
AR,44477,0.87,1
AR,44478,0.87,1
AR,44479,0.88,1
AR,44480,0.88,1
AR,44481,0.88,1
AR,44482,0.88,1
AR,44483,0.89,1
AR,44484,0.89,1
AR,44485,0.89,1
AR,44486,0.89,1
AR,44487,0.89,1
AR,44488,0.89,1
AR,44489,0.89,1
AR,44490,0.89,1
AR,44491,0.9,1
AR,44492,0.9,1
AR,44493,0.91,1
AR,44494,0.91,1
AR,44495,0.92,1
AR,44496,0.93,1
AR,44497,0.94,1
AR,44498,0.95,1
AR,44499,0.96,1
AR,44500,0.97,1
AR,44501,0.99,1
AR,44502,1,1
AR,44503,1.01,1
AR,44504,1.02,1
AR,44505,1.04,1
AR,44506,1.05,1
AR,44507,1.06,1
AR,44508,1.06,1
AR,44509,1.07,1
AR,44510,1.07,1
AR,44511,1.08,1
AR,44512,1.08,1
AR,44513,1.08,1
AR,44514,1.08,1
AR,44515,1.08,1
AR,44516,1.07,1
AR,44517,1.07,1
AR,44518,1.07,1
AR,44519,1.06,1
AR,44520,1.06,1
AR,44521,1.06,1
AR,44522,1.06,1
AR,44523,1.06,1
AR,44524,1.06,1
AR,44525,1.07,1
AR,44526,1.07,1
AR,44527,1.07,1
AR,44528,1.08,1
AR,44529,1.08,1
AR,44530,1.08,1
AR,44531,1.08,1
AR,44532,1.08,1
AR,44533,1.08,1
AR,44534,1.07,1
AR,44535,1.07,1
AR,44536,1.06,1
AR,44537,1.06,1
AR,44538,1.05,1
AR,44539,1.05,1
AR,44540,1.06,1
AR,44541,1.06,1
AR,44542,1.07,1
AR,44543,1.09,1
AR,44544,1.11,1
AR,44545,1.13,1
AR,44546,1.16,1
AR,44547,1.19,1
AR,44548,1.23,1
AR,44549,1.26,1
AR,44550,1.3,1
AR,44551,1.34,1
AR,44552,1.38,1
AR,44553,1.41,1
AR,44554,1.44,1
AR,44555,1.47,1
AR,44556,1.49,1
AR,44557,1.51,1
AR,44558,1.52,1
AR,44559,1.52,1
AR,44560,1.52,1
AR,44561,1.52,1
AR,44562,1.5,1
AR,44563,1.49,1
AR,44564,1.47,1
AR,44565,1.44,1
AR,44566,1.41,1
AR,44567,1.39,1
AR,44568,1.36,1
AR,44569,1.32,1
AR,44570,1.29,1
AR,44571,1.26,1
AR,44572,1.22,1
AR,44573,1.19,1
AR,44574,1.15,1
AR,44575,1.12,1
AR,44576,1.08,1
AR,44577,1.05,1
AR,44578,1.01,1
AR,44579,0.98,1
AR,44580,0.95,1
AR,44581,0.91,1
AR,44582,0.88,1
AR,44583,0.85,1
AR,44584,0.83,1
AR,44585,0.8,1
AR,44586,0.77,1
AR,44587,0.75,1
AR,44588,0.73,1
AR,44589,0.71,1
AR,44590,0.69,1
AR,44591,0.68,1
AR,44592,0.66,1
AR,44593,0.65,1
AR,44594,0.64,1
AR,44595,0.64,1
AR,44596,0.63,1
AR,44597,0.63,1
AR,44598,0.62,1
AR,44599,0.62,1
AR,44600,0.62,1
AR,44601,0.63,1
AR,44602,0.63,1
AR,44603,0.63,1
AR,44604,0.64,1
AR,44605,0.64,1
AR,44606,0.64,1
AR,44607,0.65,1
AR,44608,0.65,1
AR,44609,0.66,1
AR,44610,0.66,1
AR,44611,0.67,1
AR,44612,0.68,1
AR,44613,0.68,1
AR,44614,0.69,1
AR,44615,0.7,1
AR,44616,0.71,1
AR,44617,0.72,1
AR,44618,0.73,1
AR,44619,0.74,1
AZ,44256,0.88,0
AZ,44257,0.88,0
AZ,44258,0.88,0
AZ,44259,0.87,0
AZ,44260,0.87,0
AZ,44261,0.86,0
AZ,44262,0.85,0
AZ,44263,0.84,0
AZ,44264,0.83,0
AZ,44265,0.82,0
AZ,44266,0.8,0
AZ,44267,0.79,0
AZ,44268,0.78,0
AZ,44269,0.78,0
AZ,44270,0.78,0
AZ,44271,0.78,0
AZ,44272,0.78,0
AZ,44273,0.79,0
AZ,44274,0.8,0
AZ,44275,0.82,0
AZ,44276,0.84,0
AZ,44277,0.86,0
AZ,44278,0.88,0
AZ,44279,0.9,0
AZ,44280,0.93,0
AZ,44281,0.95,0
AZ,44282,0.97,0
AZ,44283,0.99,0
AZ,44284,1,0
AZ,44285,1.02,0
AZ,44286,1.03,0
AZ,44287,1.03,0
AZ,44288,1.04,0
AZ,44289,1.04,0
AZ,44290,1.04,0
AZ,44291,1.04,0
AZ,44292,1.03,0
AZ,44293,1.03,0
AZ,44294,1.03,0
AZ,44295,1.02,0
AZ,44296,1.02,0
AZ,44297,1.02,0
AZ,44298,1.02,0
AZ,44299,1.02,0
AZ,44300,1.02,0
AZ,44301,1.02,0
AZ,44302,1.03,0
AZ,44303,1.03,0
AZ,44304,1.03,0
AZ,44305,1.03,0
AZ,44306,1.04,0
AZ,44307,1.04,0
AZ,44308,1.04,0
AZ,44309,1.04,0
AZ,44310,1.04,0
AZ,44311,1.03,0
AZ,44312,1.03,0
AZ,44313,1.02,0
AZ,44314,1.02,0
AZ,44315,1.01,0
AZ,44316,1,0
AZ,44317,1,0
AZ,44318,0.99,0
AZ,44319,0.98,0
AZ,44320,0.97,0
AZ,44321,0.96,0
AZ,44322,0.96,0
AZ,44323,0.95,0
AZ,44324,0.94,0
AZ,44325,0.94,0
